timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2026/09/12 13:22:25.185, 1, 63.10 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:25.185, 2, 64.51 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:25.185, 3, 63.48 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:26.185, 0, 147.30 W, 100 %, 8 %, 34169 MiB
2026/09/12 13:22:26.185, 1, 63.11 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:26.185, 2, 64.47 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:26.185, 3, 63.49 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:27.185, 0, 147.29 W, 100 %, 8 %, 34169 MiB
2026/09/12 13:22:27.185, 1, 63.09 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:27.185, 2, 64.49 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:27.185, 3, 63.48 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:28.186, 0, 147.25 W, 100 %, 9 %, 34169 MiB
2026/09/12 13:22:28.186, 1, 63.12 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:28.186, 2, 64.49 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:28.186, 3, 63.50 W, 0 %, 0 %, 4 MiB
