timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/16 00:30:47.989, 0, 1770 MHz, 2619 MHz, 118.41 W, 41 %, 88225 MiB
2026/09/16 00:30:48.190, 0, 1065 MHz, 2619 MHz, 172.01 W, 6 %, 88225 MiB
2026/09/16 00:30:48.390, 0, 1080 MHz, 2619 MHz, 234.55 W, 91 %, 88225 MiB
2026/09/16 00:30:48.590, 0, 1140 MHz, 2619 MHz, 299.60 W, 89 %, 88225 MiB
2026/09/16 00:30:48.791, 0, 1065 MHz, 2619 MHz, 362.67 W, 100 %, 88225 MiB
2026/09/16 00:30:48.991, 0, 870 MHz, 2619 MHz, 397.57 W, 91 %, 88225 MiB
2026/09/16 00:30:49.191, 0, 885 MHz, 2619 MHz, 399.18 W, 100 %, 88225 MiB
2026/09/16 00:30:49.391, 0, 1005 MHz, 2619 MHz, 395.48 W, 100 %, 88225 MiB
2026/09/16 00:30:49.591, 0, 1035 MHz, 2619 MHz, 397.05 W, 87 %, 88225 MiB
2026/09/16 00:30:49.792, 0, 960 MHz, 2619 MHz, 396.49 W, 100 %, 88225 MiB
2026/09/16 00:30:49.992, 0, 870 MHz, 2619 MHz, 393.46 W, 100 %, 88225 MiB
2026/09/16 00:30:50.192, 0, 885 MHz, 2619 MHz, 398.77 W, 85 %, 88225 MiB
2026/09/16 00:30:50.392, 0, 945 MHz, 2619 MHz, 399.10 W, 100 %, 88225 MiB
2026/09/16 00:30:50.592, 0, 915 MHz, 2619 MHz, 391.43 W, 100 %, 88225 MiB
2026/09/16 00:30:50.792, 0, 975 MHz, 2619 MHz, 394.61 W, 80 %, 88225 MiB
2026/09/16 00:30:50.992, 0, 930 MHz, 2619 MHz, 398.43 W, 100 %, 88225 MiB
2026/09/16 00:30:51.193, 0, 1155 MHz, 2619 MHz, 392.25 W, 100 %, 88225 MiB
2026/09/16 00:30:51.393, 0, 1005 MHz, 2619 MHz, 397.66 W, 79 %, 88225 MiB
2026/09/16 00:30:51.593, 0, 1020 MHz, 2619 MHz, 400.94 W, 100 %, 88225 MiB
2026/09/16 00:30:51.793, 0, 1275 MHz, 2619 MHz, 395.73 W, 100 %, 88225 MiB
2026/09/16 00:30:51.994, 0, 930 MHz, 2619 MHz, 397.64 W, 86 %, 88225 MiB
2026/09/16 00:30:52.194, 0, 900 MHz, 2619 MHz, 402.22 W, 100 %, 88225 MiB
2026/09/16 00:30:52.394, 0, 1515 MHz, 2619 MHz, 393.15 W, 100 %, 88225 MiB
2026/09/16 00:30:52.595, 0, 1005 MHz, 2619 MHz, 397.51 W, 76 %, 88225 MiB
2026/09/16 00:30:52.795, 0, 990 MHz, 2619 MHz, 398.58 W, 100 %, 88225 MiB
2026/09/16 00:30:52.995, 0, 930 MHz, 2619 MHz, 397.01 W, 100 %, 88225 MiB
2026/09/16 00:30:53.195, 0, 915 MHz, 2619 MHz, 398.26 W, 100 %, 88225 MiB
2026/09/16 00:30:53.396, 0, 915 MHz, 2619 MHz, 402.35 W, 100 %, 88225 MiB
2026/09/16 00:30:53.596, 0, 1245 MHz, 2619 MHz, 394.17 W, 100 %, 88225 MiB
2026/09/16 00:30:53.796, 0, 990 MHz, 2619 MHz, 396.36 W, 81 %, 88225 MiB
2026/09/16 00:30:53.997, 0, 900 MHz, 2619 MHz, 397.23 W, 100 %, 88225 MiB
2026/09/16 00:30:54.197, 0, 885 MHz, 2619 MHz, 397.44 W, 100 %, 88225 MiB
2026/09/16 00:30:54.397, 0, 900 MHz, 2619 MHz, 398.09 W, 100 %, 88225 MiB
2026/09/16 00:30:54.597, 0, 960 MHz, 2619 MHz, 399.90 W, 100 %, 88225 MiB
2026/09/16 00:30:54.798, 0, 1140 MHz, 2619 MHz, 395.66 W, 100 %, 88225 MiB
2026/09/16 00:30:54.998, 0, 930 MHz, 2619 MHz, 397.40 W, 100 %, 88225 MiB
2026/09/16 00:30:55.198, 0, 885 MHz, 2619 MHz, 398.25 W, 100 %, 88225 MiB
2026/09/16 00:30:55.398, 0, 930 MHz, 2619 MHz, 398.32 W, 100 %, 88225 MiB
2026/09/16 00:30:55.599, 0, 825 MHz, 2619 MHz, 398.77 W, 100 %, 88225 MiB
2026/09/16 00:30:55.799, 0, 945 MHz, 2619 MHz, 399.66 W, 100 %, 88225 MiB
2026/09/16 00:30:55.999, 0, 1080 MHz, 2619 MHz, 396.53 W, 100 %, 88225 MiB
2026/09/16 00:30:56.200, 0, 900 MHz, 2619 MHz, 397.60 W, 100 %, 88225 MiB
2026/09/16 00:30:56.400, 0, 930 MHz, 2619 MHz, 398.25 W, 100 %, 88225 MiB
2026/09/16 00:30:56.600, 0, 885 MHz, 2619 MHz, 397.78 W, 100 %, 88225 MiB
2026/09/16 00:30:56.801, 0, 840 MHz, 2619 MHz, 397.34 W, 100 %, 88225 MiB
2026/09/16 00:30:57.001, 0, 930 MHz, 2619 MHz, 398.55 W, 100 %, 88225 MiB
2026/09/16 00:30:57.201, 0, 975 MHz, 2619 MHz, 396.23 W, 100 %, 88225 MiB
2026/09/16 00:30:57.401, 0, 990 MHz, 2619 MHz, 394.97 W, 100 %, 88225 MiB
2026/09/16 00:30:57.602, 0, 1035 MHz, 2619 MHz, 397.52 W, 89 %, 88225 MiB
2026/09/16 00:30:57.802, 0, 990 MHz, 2619 MHz, 397.84 W, 90 %, 88225 MiB
2026/09/16 00:30:58.002, 0, 870 MHz, 2619 MHz, 394.38 W, 100 %, 88225 MiB
2026/09/16 00:30:58.203, 0, 975 MHz, 2619 MHz, 396.94 W, 89 %, 88225 MiB
