timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/15 20:55:42.077, 0, 1785 MHz, 2619 MHz, 89.67 W, 0 %, 84643 MiB
2026/09/15 20:55:42.177, 0, 1785 MHz, 2619 MHz, 89.68 W, 0 %, 84643 MiB
2026/09/15 20:55:42.277, 0, 1785 MHz, 2619 MHz, 89.68 W, 0 %, 84643 MiB
2026/09/15 20:55:42.377, 0, 1785 MHz, 2619 MHz, 89.68 W, 0 %, 84643 MiB
2026/09/15 20:55:42.477, 0, 1785 MHz, 2619 MHz, 89.66 W, 0 %, 84643 MiB
2026/09/15 20:55:42.578, 0, 1785 MHz, 2619 MHz, 89.65 W, 0 %, 84643 MiB
2026/09/15 20:55:42.678, 0, 1785 MHz, 2619 MHz, 89.64 W, 0 %, 84643 MiB
2026/09/15 20:55:42.778, 0, 1785 MHz, 2619 MHz, 89.64 W, 0 %, 85219 MiB
2026/09/15 20:55:42.878, 0, 1380 MHz, 2619 MHz, 113.66 W, 0 %, 86691 MiB
2026/09/15 20:55:42.979, 0, 1230 MHz, 2619 MHz, 146.27 W, 0 %, 86691 MiB
2026/09/15 20:55:43.079, 0, 1215 MHz, 2619 MHz, 178.38 W, 100 %, 86691 MiB
2026/09/15 20:55:43.179, 0, 1200 MHz, 2619 MHz, 209.20 W, 100 %, 86691 MiB
2026/09/15 20:55:43.279, 0, 1215 MHz, 2619 MHz, 238.14 W, 100 %, 86691 MiB
2026/09/15 20:55:43.379, 0, 1755 MHz, 2619 MHz, 251.03 W, 100 %, 86691 MiB
2026/09/15 20:55:43.480, 0, 1650 MHz, 2619 MHz, 261.90 W, 56 %, 86691 MiB
2026/09/15 20:55:43.580, 0, 1770 MHz, 2619 MHz, 261.77 W, 56 %, 86691 MiB
2026/09/15 20:55:43.680, 0, 1770 MHz, 2619 MHz, 261.67 W, 0 %, 86691 MiB
